غیرقابل تشخیص;invisible
نا مرئی;invisible
نامرئی;invisible
دعوت;invitation ، visit
وعده خواهی;invitation
وعدهگیری;invitation
دعوت نامه;invitation letter
دعوت کردن;invite
وعده گرفتن;invite
دعوت به عمل آمدن;invite
فراخواندن;invite
فرا خواندن;invite ، recall
مهمان کردن;invite
بمزایده گذاشتن;invite offers
طلبیده;invited ، requested
مدعو;invitee
فاکتور نوشتن;invoice
غیر ارادی;involuntary
بی اختیار;involuntary ، spontaneous
پیچدار;involute
پیچدار شدن;involute
عود چیزی;involution
کردن عبارت;involution
عود مرض;involution
درگیر کردن;involve
گرفتار ساختن;involve
دچار;involved ، stricken
درگیر;involved
در گیر;involved
دوچار;involved
مورد بحث;involved
درگیر در;involved in
دستاندر کار;involved in
درگیری;involvement
دوچاری;involvement
دچاری;involvement
طرفیت;involvement ، opposition
آسیب ناپذیر;invulnerable
زخم ناپذیر;invulnerable
داخل رونده;inward
نور باطنی;inward light
نور داخلی;inward light
باهم بافتن;inweave
نقشه دار;inwrought
یود تزریق کردن;iodize
یودی;iodous
یون;ion
ایون;ion
یونی;ionic
وابسته به یون الکتریکی;ionic
زبان قدیمی مردم ایونی یونان;ionic
بهیون تجزیهکردن;ionize
تبدیل بهیون کردن;ionize
یون کره;ionosphere
ایوتا;iota
آیوا;iowa
اکیکه;iquique
ایرج;iraj
ایران;iran
وزارت خارجه ایران;iran ministry of foreign affairs
انقلاب اسلامی ایران;iran's islamic revolution
ایراندخت;iran-dokht
وابسته به ایران;iranian
فارسی;iranian ، persian ، persian
ایرانی;iranian ، iranian ، persian
جریب;iranian acre
خبرگزاری دانشجویان ایران;iranian students press
عراق;iraq
کنفرانس ملی عراق;iraq national conference
عراقی;iraqi ، iraqi
وابسته به عراق;iraqi
مسئولان عراقی;iraqi authorities
گارد ملی عراق;iraqi national guard
گروه های مخالف عراقی;iraqi opposition groups
زود غضب;irascible
ایرلند;ireland
لغو نشدنی;ireversible
عنبیه;iris ، iris of the eye ، vinous
ایرلندی;irish
ایرنا;irna
خبرگزاری جمهوری اسلامی;irna ، islamic republic's news agency
اتو;iron
آهن;iron
حدید;iron
آهن پوش کردن;iron
اتو زدن;iron
اطو;iron
اتو کردن;iron
عصر آهن;iron age
آهن جامه;iron bands
کارخانه ذوب آهن;iron foundry
اراده محکم;iron will
نجیر شده;ironbound
آهن پوش;ironclad
اتو کش;ironer
طعنهآمیز;ironic ، sarcastic
طعنهای;ironic ، sarcastic
فروشنده آهن آلات;ironmonger
آهنفروشی;ironmongery
سنگ آهن;ironstone
ظروف آهنی;ironware
آهنآلات;ironware
ظروف سخت;ironware
دمیر آغاجی;ironwood
آهنکاری;ironwork
آهنساز;ironworker
آهنریزی;ironworks
طعن;irony ، sarcasm
نور افکندن;irradiate
پرتو افکنی;irradiation
غیر عقلی;irrational
غیر عقلانی;irrational
جذر اسم;irrational
عدد اصم;irrational number
سازش ناپزیر;irreconcilable
جور نشدنی;irreconcilable
آشتی ناپذیر;irreconcilable
جبران نشده;irredenta
ناکاستنی;irreducible
سادهنشدنی;irreducible
قیر قابل انعکاس;irreflexible
عیر قابل انعکاس;irreflexible
بدونبازتاب;irreflexive
غیرقابل تجزیه;irrefrangible
صرفنظر از;irregardless ، irrespective ، regardless
خلاف رویه;irregular
بیرویه;irregular
بی رویه;irregular ، spiritless ، weak
بی قاعده;irregular
بدون قاعده;irregular
خاج از قاعده;irregular
غیر معمولی;irregular
نادورهای;irregular
هپلی هپو;irregular
بی قاعدگی;irregularity
بی حسابی;irregularity
نا منظمی;irregularity
نا مناسب;irrelative ، unsuitable
نا مربوط;irrelative ، irrelevant
نا مربوطی;irrelevance ، irrelevancy
بی ربطی;irrelevance
نامربوطی;irrelevance
بی ارتبات;irrelevant
بی ربط;irrelevant ، unrelated
نامربوط;irrelevant ، unconnected ، unrelated
خارج از موزوء;irrelevant
بی مناسبت;irrelevant ، unsuitable
لامذهبی;irreligion
هر هری;irreligious
لامذهب;irreligious ، irreligous
بدمذهب;irreligious
برداشتهنشدنی;irremovable
جبران ناپذیر;irreparable ، irreversible
بی کفاره;irreparable
خوب نشدنی;irreparable
فسخ نکردنی;irrepealable
بی عوض;irreplaceable
منع ناپذیر;irrepressible
مطیع نشدنی;irrepressible
جلوگیری نکردنی;irrepressible
ملامت نکردنی;irreproachable
سرزنش نکردنی;irreproachable
مقاومت ناپذیری;irresistibility
غیرمحلول;irresoluble ، undissolveable
رها نشدنی;irresoluble
آزاد نشدنی;irresoluble ، unsolvable
غیر مصمم;irresolute ، undecided
بی اراده;irresolute ، weak-minded
بی تصمیم;irresolute ، weak
بی تصمیمی;irresoluteness
دمدمی;irresolution ، uncertain
جدا نشدنی;irresolvable
تجزیهناپذیر;irresolvable
دمنزدنی;irrespirable
وظیفهنشناس;irresponsible
باز نیافتنی;irretrievable
عدم احترام;irreverence
بر نگشتنی;irreversible
بر نگرداندنی;irreversible
برگشت ناپذیری;irrevocability
بلا عزل;irrevocable
مشروب کردن;irrigate
آبیاری کردن;irrigate
زراعت آبی;irrigated farming
آبیاری;irrigation ، watering
آبیار;irrigator
زودخشمی;irritability
زود رنجی;irritability ، petulance ، petulancy
زودخشم;irritable
آزارنده;irritant
سوزش دادن;irritate
رنجیده;irritated ، offended
برخورنده;irritating
تخرش;irritation
آتش فشان کردن;irrupt
ایجاد ناگهانی;irruption
آنجاست;is there
اسحق;isaac
هوا شناسی;isallobar ، isallobaric ، sferics
ورقه میکا;isinglass
دین اسلام;islam
اسلام;islam
اسلام آباد;islam abad
اسلامی;islamic
مرکز اسلامی;islamic center
جمهوری اسلامی ایران;islamic republic of iran
سپاه پاسداران;islamic republic revolutionary guards
انقلاب اسلامی;islamic revolution
مجلس شورا;islamic shoura ، parliament
مجلس شورای اسلامی;islamic shoura council
جهان اسلام;islamic world
جزیره دار کردن;island
جزیره;island ، isle
آبخست;island
جزیره نشین;islander
جزایر;islands
ایسنا;isna
هم فشار;isobar ، isobare ، isopiestic
متساوی اللون;isochromatioc
منحنی همرنگ;isochromatioc
هم خواب;isoclinal
همشیب;isocline ، isocline
هم اندازه;isodiametric ، isometric
همشعاع;isodose
همتابش;isodose
جورگان;isogamete ، isogamete
هم گامیت;isogamete
جورگانی;isogamy
همرشدی;isogony
منفرد کردن;isolate
منزوی کردن;isolate ، seclude
کناره جوی;isolation
انزوا;isolation ، retirement
انزواگرائی;isolationism
کناره جو;isolationist ، solationist
ایزومر;isomer
هم پار;isomer
همفرمول;isomerous
همترکیب;isomerous
هممتر;isometric
همدیدی;isometropia
هم ریختی;isomorphism
همریخت;isomorphous
هم چند;isopleth
جورپایان;isopods
متساوی الاساقین;isosceles
جوربالان;isotepra
متحدالحراره;isotherm
هم توان;isotonic
همکشش;isotonic
جسم ایزوتوپ;isotope
ایزوتوپ;isotope
همگرای;isotropic
اسراییل;israel
اسراییلی;israeli ، israeli
قابل صدور;issuable
صادر کردنی;issuable
انتشار دادنی;issuable
ابلاق حکم;issuance of decree
منتشر کننده;issuant ، spreader
نتیجه بحث;issue
موضوع;issue ، matter ، topic
احکام صادره;issued decrees
گردنهای;isthmian ، isthmic
تنگهای;isthmian ، isthmic
آن;it ، its ، that ، those
این;it ، its ، these ، this ، this
بیم آن میرود;it is feared
کارش ساخته است;it is over with her ، it is over with him
به مفت هم نمی ارزد;it is worth nothing
به نظر رسیدن;it seem
به نظر می رسد;it seems
آمده است;it suggests
ایتالیائی;italian ، italian
ایتالیا;italy
جرب;itch
خنش;itch ، itching
خارش کردن;itch
خاریدن;itch ، scratch
خارش;itching
حکه;itching ، prurience
ماهی پرستی;itchthyolatry
اتفاقیه;itefaghia
فقره;item
اقلام;items
فقرات;items ، passages ، points ، subjects
ازسر گیرنده;iterant ، repeating
مکرر کننده;iterant
بازگو کننده;iterant
ازسرگیری;iteration
سیاری;itineracy ، itinerancy
سفرنامه;itinerary ، logbook
برنامه سفر;itinerary
مسافرت تبلیغاتی کردن;itinerate
سیار بودن;itinerate
مال آن;its
عاجی;ivory ، ivory
عاج;ivory
ساحل عاج;ivory coast
محل دنج;ivory tower
ایاد علاوی;iyad allawi
اذان;izan
گپ زنی;jaber
نارنجی روشن;jacinthe
جک زدن;jack
جک;jack ، jack ، joke
علی ورجه;jack in the box ، wiggler
جک نیکولسن;jack nocholson
هر کاره;jack of all trades ، skillful
جک استراو;jack straw
شغال;jackal
نره خر;jackass
خر نر;jackass
زاغچه;jackdaw
ژاکت;jacket
نیمتنه;jacket
درپوشه گذاردن;jacket
جکسون;jackson
بند تیر;jackstay
یعقوب;jacob ، yaghub
دهاتیان;jacquerie
ژاک;jacques
ژاک شیراک;jacques chirac
لاف زنی;jactation ، jactitation ، rhodomontade
ژاد;jade
یشم سبز;jadeite
مرد شکارچی;jaeger
جعفر;jafar
ناهموار بریدن;jag
دندانهدار کردن;jag
برآمدگی تیز;jag
سیخونک;jag ، prick
دندانهدار;jagged
مضرس;jagged ، toothed
شکر زرد;jaggery
جهاد;jahad ، jihad
جهان;jahan ، universe ، world
جهانبخش;jahanbxsh ، world-giver
جهاندار;jahandar ، ruler of the world
جهانگیر;jahangir ، janangyr ، world conquerer
جهانپور;jahanpur
جهانشاه;jahanshah
جهانشیر;jahanshir
محبس;jail ، prison
دستاق;jail
زندان;jail ، prison
زندانبان;jailor ، jailor
زندانیان;jailors
جاکارتا;jakarta
درهم ریخته;jakes ، wild and woolly
جلال آباد;jalal abad
جلال طالبانی;jalal talebani
داروی مسهل;jalap
جلیل;jalil
مربا;jam
جمادی الاول;jamadi al aval
جمادی الثانی;jamadi al sani
جاماسب;jamasb
لغاز;jamb
جمبوری;jamboree
مجمع پیشاهنگان;jamboree
جیمز کلرک;james clerk
جیمز هال;james hall
جیمز مدیسیون;james madison
جیمز روبین;james rubin
جمیله;jamileh
جمشید;jamshid
جم;jamshid
جانعلی;jan-ali
جنجال کردن;jangle
نظافت چی;janitor
مستخدم;janitor ، janitor ، servant ، servant
فراش مدرسه;janitor
نظافتچی;janitor
جنت;jannat
ژانویه;january ، january
ژاپن;japan
دریای ژاپن;japan sea
ژاپنی;japanese ، japanese
لطیفه زدن;jape
لطیفه گوی;japery
سبو;jar ، pitcher
تاپو;jar
پارچ;jar
کوزه;jar
صدای ناهنجار;jar
خمره;jar
زبان زرگری;jargon
جاسم زیاد;jasim ziad
گل یاسمن;jasmin
یاسمن;jasmine ، yasaman
ژاسب;jasper
یشمی;jaspery
سفر کوچک کردن;jaunt
مسافرت کوچک;jaunt
تفرج کردن;jaunt
خود ساز;jaunty
جاوه;java
جواد;javad
پرتاب نیزه;javelin
زوبین;javelin
نیزه پرانی;javelin throw
نیزه پران;javelin thrower ، javelin thrower
آرواره;jaw
فک;jaw ، maxilla ، removal ، separation
استخوان فک;jawbone
سیر دریا;jaxartes
زاغ کبود;jay
جی بارنت;jay barnet
جزایری;jazaeri
جاز;jazz
بارشک;jealous
حسودانه;jealous ، jealous
رشک آمیز;jealous
غیورانه;jealous ، jealous ، zealous ، zealous
غیور;jealous ، zealous
حسادت;jealousy
حسودی;jealousy
ژان;jean
جیپ;jeep
طنز;jeering ، satire ، scoffing
ژله مانند کردن;jellify
مثل ژله شدن;jellify
جسم ژلاتینی;jelly
ماده لزج;jelly ، mucus
لرزانک;jelly
ماچهخر;jennet
جنیفر;jennifer
جراثقال دوار;jenny
در خطر انداختن;jeopardize ، jeoperdize
بخطر انداختن;jeopardize ، jeoperdize
گرفتاری حقوقی;jeopardy
نظر زنی;jeoulesy
سوگنامه;jeremiad
تکان سریع دادن;jerk
تکان تکان خوردن;jerk ، move ، shake
زود کشیدن;jerk ، yank
نیمتنه چرمی;jerkin
معمارساز;jerry-built
پارچه کشباف;jersey
اورشلیم مقدس;jerusalem
اورشلیم;jerusalem
بیت المقدس;jerusalem
قدس شریف;jerusalem
پاچه بند;jess
پابند قوش;jess
ببازی گرفتن;jest
مزاح گفتن;jest
هزل گو;jester
مطایبه;jesting
هزلا;jestingly ، jocularly
یسوعیون;jesuit
یسوعیت;jesuitry
عیسا مسیح;jesus christ
مهر سیاه;jet
کهربای سیاه;jet
سنگ موسی;jet
جت;jet ، jet
جریان سریع;jet
موتور پرتابی;jet engine
شکاری بمب افکن;jet fighter
بدریا انداختن;jettison
ژتن;jetton
اسکله;jetty ، pier ، wharf
گهر;jewel
زیور;jewel ، ornament ، zyvr
سنگ گرانبها;jewel
جواهر;jewel
جواهر فروش;jeweler ، jeweller
گوهر فروش;jeweler
جواهری;jewelled ، jeweller
جواهرات;jewelry
زیورآلات;jewelry
جواهر آلات;jewelry
جواهر تراش;jewels maker
جهود;jewish
کاهن;jewish priest
ایزابل;jezebel
لب زیرین;jib
یک دم;jiff ، jiffy
یک لحظه;jiff ، jiffy
جرثقیل آبی;jigger
طناب قرقره;jigger
اره موئی;jigsaw
جیم;jim
هذیان الکلی;jimjams
چابک دست;jimmy
طنین زنگ;jingle ، tintinnabulation
جلنگ;jingle
جرنگ جرنگ کردن;jingle
جرنگیدن;jingle
جرنگ;jingle
جرنگ کردن;jingle
اجی مجی;jingo ، magic words
جنی;jinni
ریکشا;jinriksha
شانس نیاوردن;jinx
شغل;job ، job
کار;job ، task ، work
ادخال کار;job entry
بی کار;jobless ، unemployed
بی حرفه;jobless ، unemployed
مشاغل;jobs ، occupations
سرباز اسکاتلندی;jock
سوارکار;jockey
سوار کاری کردن;jockey
سوارکاری;jockeying
بیضه بند;jockstrap ، suspensor
سر چنگ;jocund
قدم تند کردن;jog
یورغهرو;jogger
هل دهنده;jogger
یورغه;jogging
جغش;joghesh
جوهانس;johannes
ژوهانسبورگ;johannesburg
یوحنا;john
یحیی;john ، yahya
جان اشکرافت;john ashcroft
جان کری;john cray ، john kerry
جان کلن;john glenn
ژان پل دوم;john paul ii
جنس نر;johnny ، manlike ، tom
مرد انگلیسی;johnny
قرین شدن;join
پیوندن;join
تلاقی کردن;join
ملحق شدن;join
ملحق کردن;join
ملحق;joined
تلاقی شده;joined
وصال;joining ، union
پیوند گاه;joint
مشترک;joint ، subscriber
تضامنی;joint
شراکتی;joint
حساب مشترک;joint account
شریک الملک;joint owner
مشاع;joint ownership
شرکت تضامنی;joint partnership
مسئولیت مشترک;joint responsibility
تضامن;joint responsibility
سهامی;joint stock
مفصل دار;jointed
تواماً;jointly
مشاعا;jointly
مشترکا;jointly
اشتراکاً;jointly
بالاشتراک;jointly
بالمشترکه;jointly
شراکتاً;jointly
مفاصل;joints
کرم گندم;jointworm
نصب تیر;joist
هزل;joke ، joke ، satire
متلک;joke ، sarcasm ، sarcastic remark
شوخی بی مزه;joke
بذله;joke
مزاح;joke
مزاح کردن;joke
مسخرگی کردن;joke around ، mock
مسخره بازی درآوردن;joke around
ژوکر;joker
جوکر;joker ، joker
شنگ;jolly ، merry ، salsify
تلق تلق;jolt
تکان;jolt ، movement ، tremor
دست اندازدار;jolter
یونس;jonas ، yuness
جاناتان;jonathan
جاناتان پاپا;jonathan pappa
جونز;jones
جنز سونسون;jones svenson
گل مشکین;jonquil
اردن;jordan
اردنی;jordanian ، jordanian
محتویات قدح;jorum
خوزه مارتن;jose martin
یوسف;joseph ، yusef
جوزف;joseph
ژوزف;joseph
سر کارگر;joss
سر عمله;joss
تنه زدن;jostle ، shove
مجله;journal ، magazine ، periodical
جرنال;journal
ژورنال;journal
جورنال;journal
دفتر یومیه;journal
جورنال ساینس;journal of science
خبرنگاری;journalism ، reporting
مقاله نویسی;journalism
روزنامه نگاری;journalism
جریده نگار;journalist ، journalist
روزنامه نگار;journalist
مسافرت;journey
کارگر ماهر;journeyman
نیزه بازی کردن;joust ، tilt
شوخ بودن;joviality
صدای زنگ;jow ، timber
کله ماهی;jowl
دلخوشی;joy
خوشی و نشاط;joy
طرب;joy
مسرت;joy
طربناک;joyful
پرنشاط;joyful
مسرت آمیز;joyful ، pleasing
طرب انگیز;joyful
فرحناک;joyful
ابتهاج;joyfulness
سال ویژه;jubilee
یهودیت;judaism
قضاوت کردن;judge
دادرس;judge
دیان;judge ، rewarder
دادرسی کردن;judge
حکم کردن;judge ، order
قاضی;judge
داوری کردن;judge ، referee
دادرسی;judgement ، trial
فتوا;judgement ، religious statement ، sentence
تفرس;judgement by physiognomy
روز محشر;judgement day
قضات;judges
قضاوت;judgment
قضا;judgment
قضایی;judicial ، legal
وابسته بدادگاه;judicial ، judiciary
قوه قضائیه;judiciary
روشن رای;judicious
کشتی جودو;judo
جودو;judo
درکوزه ریختن;jug
غلغلک;jug ، tickle ، tickling
بستو;jug ، pitcher
شعبدهباز;juggler ، magician
چشمبند;juggler ، juggler
حقهبازی;jugglery
چشمبندی;jugglery
ودج;jugular vein
یکزوج برگچه;jugum
آب;juice ، water
شیره;juice ، sap ، syrup
عصاره گیر;juice extractor
عصارهگیر;juicer
آب میوهگیر;juicer
پر آبی;juiciness ، succulence
آبدار;juicy ، succulent ، watery
پرآب;juicy
شیرهدار;juicy
پر آب;juicy ، watery
نظر قربانی;juju ، mascot
عناب;jujube
تبر خون;jujube
شیدانه;jujube
شیلانه;jujube
عنابی;jujube red
جلفا;julfa
ژولت;juliet
ژوئیه;july
درهم آمیختگی;jumble
جست زدن;jump
جهیدن;jump
پرش کردن;jump ، leap
برجستن;jump ، leap
خیز کردن;jump
پرش;jump ، leap
جست وخیز کردن;jump ، leap
جهش کردن;jump ، move ، mutate
جستن;jump ، search
خیز گرفتن;jump
جهش;jump ، mutation
ور جستن;jump
پایین پریدن;jump down
شروع بحمله;jump off
بیرون پریدن;jump out
طناب بازی کردن;jump rope
سیم جهشی;jumper
جهنده;jumper ، jumper ، resilient ، resilient
جست و خیز;jumping
پرجهند;jumping
نقطه عزیمت;jumping off place
شروع بکاری;jumping off place
پیوندگاه;junction
مقاطع;junctions
ملتقا;juncture
درزگاه;juncture
ژوئن;june
آموزشکده;junior high school
اردج;juniper
بنجل شمردن;junk
بنجل;junk
اسقاط;junk ، scraps
اسقاط کردن;junk
خرده ریز;junk
قراضه;junk ، scrap
اوراق;junk
جنس بنجل;junk ، shoddy
برجیس;jupiter
زاووش;jupiter
ژوراسیک;jurassic
فقهی;juratory ، jurispruntial
فقیه;jurisconsult ، lawyer ، preacher ، preacher ، religious expert ، religious expert
مشاور حقوقی;jurisconsult ، lawyer
فقه;jurisprudence ، religious jurisprudence
داورگان;jury
هیات منصفه;jury
صیغه امر;jussive
کلمه امری;jussive
عدل گستر;just
دادگر;just ، righteous
حق گذار;just
دادار;just ، righteous
دادور;just
حق;just ، legitimate ، right
الان;just now
جخت;just now
انصاف;justice
معدلت;justice
داد;justice ، scream ، shout
عدالت;justice
امین صلح;justice of the peace
دادرس عالیرتبه;justiciar
توجیه پذیر;justifiable
هم تراز;justified ، yokefellow
توجیه کننده;justifier
توجیه کردن;justify
انصافاً;justly
الحق;justly ، really
حقا;justly
نو جوان;juvenescent
بهم جفت کردن;juxtapose
کابیلا;kabila
کباب;kabob
کابل;kabul
کابلی;kabuli ، kabuli
سوپ کلم;kail ، kale
کایزر;kaiser
زوجه قیصر;kaiserin
نقاشی رویابریشم;kakemono
کالابریا;kalaberia
کلاله;kalaleh
کلانتری;kalantary ، police station
کالی;kali ، unriipeness
کالی سانچز;kali sanchez
کالتی;kalti
کمال خرازی;kamal kharazi
کمند;kamand ، lasso
کامبیز;kambiz
کامپالا;kampala
کامشاد;kamshad
کامیار;kamyar
قندهار;kandahar
کندز;kandaz
کانگورو;kangroo
کانزاس;kansas
کانزاس سیتی;kansas city
کاپیسا;kapissa
گوسفند قرهکل;karakul
کرمعلی;karam ali
کربلا;karbala
کارل ساگان;karl sagan
کارولین;karolin
کارون;karoon river ، the karoon
کروبی;karoubi
مرحله تقسیم سلولی;karyokinesis
کاشان;kashan
کاشی;kashani ، tile
کاشانی;kashani ، kashani
کشمیر;kashmir
کسری;kasra
کاسوگا;kasuga
کتایون;katayun
کاتماندو;katmandu
کاترین;katrin
کاتیوشا;katyusha
کوالا لامپور;kaula lampoor
کاوه;kaveh
کاوس;kavus
کایان;kayan
کیومرث;kayoomars ، kiyumars
قزاقستان;kazakhstan
کاظم;kazem
کاظمی;kazemi
لنگر سنگین;kedge
نگاهدزدانه;keek
ژرف بین;keen sighted
تیزی;keenness ، rapidity ، sharpness
نگهداری کردن;keep ، maintain
نگه داشتن;keep ، stop
حفظ نمودن;keep ، memorize ، protect
حفظ کردن;keep ، memorize ، protect
فاصلهگرفتن;keep aloof
محدود نگاهداشتن;keep in containment
در جریان گذاشتن;keep informed
پرده پوشی کردن;keep secret
زیر نظر داشتن;keep under watch
منتظر کردن;keep waiting
علاف کردن;keep waiting
نگاهدارنده;keeper ، maintainer ، suspensor
نگهدارنده;keeper ، maintainer ، protector
نگهدار;keeper ، maintainer ، protector
مستحفذ;keeper
حارس;keeper
حافظه;keeper ، memory ، preserver
نگهداری;keeping ، maintenance ، protection
کاسه ساز;kegler
درلانه زیستن;kennel
درلانه قرارقراردادن;kennel
کنتاکی;kentucky
کنیا;kenya
کلاه کپی;kepi
ماده شاخی;keratin
چار قد;kerchief ، scarf
کرمان;kerman
کرمانشاه;kermanshah
مغزدانه;kernel
مغز بستن;kernel
مغزدار;kernelled
نفت سفید;kerosene ، kerosine
نفت لامپا;kerosene ، kerosine
نفت چراغ;kerosene ، kerosene ، kerosine
پارچه کشمیری;kerseymere
صوف شلواری;kerseymere
چاشنی غذا;ketchup ، seasoning ، spice
کتری;kettle
مهمانی دانگی;kettle of fish
دمامه;kettledrum
عصرانه مفصل;kettledrum
نقاره;kettledrum
دهل;kettledrum ، tymbal
دهلزن;kettledrumer
کلیدی;key
مفتاح;key
کلید;key ، switch
کیخسرو;key-khosrow
سفحه کلید;keyboard
مضراب دار;keyed
کوک شده;keyed ، tuned
کیقباد;keyghobad
کیهان;keyhan ، universe ، world
سوراخ کلید;keyhole ، keyway
نطق اصلی کردن;keynote
مایه نما;keynote ، keynote
مفاتیح;keys
سنگ سرطاق;keystone
کیوان;keyvan
واژه کلیدی;keyword
خاچیکیان;khachikian
خدیجه;khadijeh
لباس نظامی;khaki
خلایله;khalayeleh
خالده;khaledeh
خلیل;khalil
خلیلالله;khalilollah
کهلیل زاد;khalilzad
خامنه ای;khamenei
خان;khan
خانی;khan's rank
خوانین;khans
خرازی;kharazi
خارگ;kharg island
خارکف;kharkov
خارطوم;khartoum ، khartum
خرطوم;khartoum ، trunk
خشایار;khashayar
خاتمی;khatami
خاطره;khatereh ، reminiscence
خاتون;khatun
خدیوی;khedival
خدیو;khedive
خیرالله;kheyrollah
خدامراد;khoda morad
خداداد;khodadad
خراسان;khorasan
خرداد;khordad ، month
خسروی;khosravi ، royal
خسرو;khosrow
زبان خواری;khowar
تنگه خیبر;khyber pass
کیا;kia ، master
کیانوش;kianush
کیارش;kiarash
سرماسوزک;kibe
دستوربیجا دادن;kibitz
لگد;kick
باپازدن;kick
لگد زدن;kick
لگدزدن;kick ، punt
جفتک انداختن;kick
تیپا زدن;kick
لگدزن;kicker
لگد انداز;kicking
جفتک;kicking
کوچولو;kid ، little ، little ، small child ، tiny ، tiny
چرم بزغاله;kid
بچه بازی;kidding ، pederasty
آدم سرقت کردن;kidnap
آدم دزدی کردن;kidnap
دزدانسان;kidnapper
بچه دزد;kidnapper
آدم ربا;kidnapper ، kidnapping
آدم دزد;kidnapper
آدمربایی;kidnapping
کودکستان رو;kidndergartner
کلیوی;kidney ، nephric
قلوه;kidney
کلیه;kidney
سنگ کلیه;kidney stone
درپاتیل وجوشانیدن;kier
بقتل رساندن;kill
به قتل رساندن;kill ، murder
ذبح کردن;kill
کشتار کردن;kill ، slaughter
مقاتله کردن;kill each other
وقت کشتن;kill time
مقتول;killed ، slain
کشته شده;killed
آدم کش;killer ، murderer
مقاتله;killing
کشنده مج;killing
درکوره پختن;kiln
کورهپز;kiln man
کیلو;kilo ، kilo
کیلو سیکل;kilocycle
هزار گرم;kilogram
کیلوگرم;kilogram ، kilogram ، kilogram
کیلوگرمی;kilogrem
کیلولیتر;kiloliter
کیلومتری;kilometer
کیلومتر;kilometer
هزار ولت;kilovolt
کیلووات;kilowatt
کیم;kim
کیم یونگ سام;kim yung sam
کیمبرلی;kimberly
کیمونو;kimono
جامه ژاپنی;kimono
خونگرم;kind ، warm-blooded ، warmhearted
گونه;kind ، kind ، manner
باشفقت;kind
روف;kind
گون;kind ، kind ، type ، type
بامحبت;kind
نوع;kind ، type
باعاطفه;kind
رعیت پرور;kind
رووف;kind
قبیل;kind ، sort
قسم;kind ، swear
مشفق;kind
بنده نواز;kind to inferiors
کودکستان;kindergarten
پاک نظر;kindhearted
خوش قلب;kindhearted
روشن شدن;kindle
افروختن;kindle ، light
مکارم;kindliness
مرحمتا;kindly
تفقد;kindness
تعطف;kindness
تلطف;kindness
خونگرمی;kindness ، warm-bloodedness
شفقت;kindness ، pity
مهربانی;kindness
ملاطفت;kindness
بنده نوازی;kindness to inferiors
عنایات;kindnesses
اقسام;kinds ، varieties
علم الحرکات;kinematics
جنبش شناسئ;kinematics
اصول مکانیزم;kinesiology
علم الحرکات بدن;kinesiology
جنبشی;kinetic
وابسته بحرکت;kinetic
انرژی سینتیک;kinetic energy
انرژی جنبشی;kinetic energy
جنبش شناسی;kinetics
شاه;king ، shah
شهریار;king ، monarch ، shahryar
شه;king
پادشاه;king
سلطان;king ، sultan
پادشاهی;kingdom ، royal
ملکوت;kingdom
ماهی خورک;kingfisher
خسروانه;kingly ، kingly ، royal
ملوکانه;kingly ، royal
سلاطین;kings ، sultans
شاهی;kingship ، royal ، sovereignty
مقام سلطنت;kingship
فرریز;kink
گره انداختن;kink
گره خوردن;kink
موی وزکرده;kinky
گره خورده;kinky
خویشاوندی;kinship ، relationship
چرم دباغی;kip
اقوام قرقیز;kirghiz
کرکوک;kirkuk
چیزیانو;kishinev
ماچ کردن;kiss
روبوسی کردن;kiss
بوسیدن;kiss
ماچ;kiss
بوسه دادن;kiss
بوس;kiss
بوسنده;kisser
ماچ کننده;kisser
روبوسی;kissing
پا بوسی;kissing feet ، visiting
دستبوس;kissing hands ، visiting
دستبوسی;kissing of hands
کیسینجر;kissinger
آشپزخانه;kitchen
مطبخ;kitchen
کاغذ هوائی;kite
زغن;kite
خوا;kite
بادبادک;kite
غلیواج;kite
وطن مالوف;kith
بچهگربه;kitten ، kitty
مثل بچه گربه;kittenish
کیان;kiyan
کیانا;kiyana
اجتماع خودمانی;klatch ، klatsch
جنون دزدی;kleptomania
صدای شلاق;knack
لم;knack ، trick
کهنه خر;knacker ، ragman
بنجل خر;knacker
یابو خر;knacker
معمولا درجمع;knapper
توشه دان;knapsack ، wallet
پشتواره;knapsack
پشت واره;knapsack
دوش توبره;knapsack
خمیر مالیدن;knead dough
خمیرگیر;kneader
زانو دارکردن;knee
زانو;knee
کاسه زانو;knee cap ، kneepan
زانو رس;knee deep
زانوبند;knee piece
استخوان کشگک;kneecap
جای زانو;kneehole
زانو زدن;kneel down
صدایی زنگ;knell
کارد;knife
چاقو زدن;knife ، stab
چاقو;knife
چاقو تیز کن;knife grinder
چاقو کش;knife stabber ، knife stabber
چاقو کشی;knife stabbing
اسب شطرنج;knight
شوالیه سیار;knight errant
مقام سلحشوری;knight errantry
شوالیه گری;knighthood
سمت سلحشوری;knighthood
کشبافی کردن;knit
جوراب باف;knitter
بافنده;knitter ، weaver
بافتنی;knitting ، textile
بافندگی;knitting ، textile manufacture ، weaving
لباس کشباف;knitwear
قبه دار;knobbed
درزدن;knock
ازکار دست کشیدن;knock off
دق الباب;knocking
تغ تغ;knocking
کوبی;knocking ، pounding
ضربت قاطع;knockout
ضربه فنی کردن;knockout
ضربه فنی;knockout
نوک تپه;knoll
قلاب نخ;knop
منگوله;knot ، tassel ، tuft
گره دار کردن;knot
